"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"496","Brett Kulak","MTL","D","57","1017.05","6","11","3","8","17","32.08","102","5.88","4.05","203","137","39","9","1","5","31","10","8","1","1","2","43","15","107","116","64","0","0","-"
"498","Cedric Paquette","T.B","C","80","960.26666666667","13","4","3","1","17","47.22","87","14.94","9.03","142","118","112","52","3","5","80","33","30","2","1","26","12","21","269","113","61","404","364","52.60"
"503","Matthew Benning","EDM","D","70","1046.1666666667","5","12","5","7","17","32.69","94","5.32","3.16","181","129","35","4","2","10","33","15","14","1","0","11","49","10","109","100","59","0","0","-"
"540","Sven Andrighetto","COL","R","64","708.38333333333","7","10","6","4","17","58.62","95","7.37","7.76","175","130","82","33","8","6","14","7","7","0","0","11","18","22","29","36","32","3","8","27.27"
"611","Tomas Nosek","VGK","L","68","848.01666666667","8","9","7","2","17","60.71","116","6.90","11.61","189","153","124","71","4","19","18","9","9","0","0","12","14","32","75","125","23","82","50","62.12"
"641","Brendan Lemieux","NYR, WPG","L","63","570","12","5","2","3","17","62.96","67","17.91","6.15","108","86","68","30","3","4","108","25","14","6","5","31","14","13","129","60","31","7","13","35.00"
"695","Travis Dermott","TOR","D","64","1107.6333333333","4","13","5","8","17","37.78","98","4.08","3.63","208","142","43","8","8","6","22","11","11","0","0","11","55","26","100","128","57","0","0","-"
"776","Luke Kunin","MIN","C","49","778.38333333333","6","11","8","3","17","56.67","88","6.82","7.05","164","125","79","30","2","15","27","12","11","1","0","18","15","12","67","66","34","88","112","44.00"
"831","Zach Aston-Reese","PIT","C","43","587.23333333333","8","9","3","6","17","65.38","76","10.53","7.08","124","102","61","37","7","4","26","10","8","2","0","9","11","17","138","68","37","8","10","44.44"
"92","Kris Russell","EDM","D","72","1470.7666666667","3","13","4","9","16","27.12","63","4.76","2.97","142","92","36","7","1","7","27","12","11","1","0","8","71","21","93","135","185","0","0","-"
"102","Dan Girardi","T.B","D","62","1103.6166666667","4","12","1","11","16","29.09","75","5.33","3.88","131","96","37","9","3","11","12","6","6","0","0","2","25","8","151","83","108","0","0","-"
"106","Alex Biega","VAN","D","41","724.51666666667","2","14","7","7","16","48.48","91","2.20","3.04","183","129","47","10","6","9","22","10","10","0","0","5","17","4","101","84","43","0","0","-"
"123","Michael Grabner","ARI","R","41","590.01666666667","9","7","5","2","16","72.73","65","13.85","7.78","101","85","68","42","6","9","8","4","4","0","0","5","19","31","28","12","15","5","7","41.67"
"145","Justin Braun","S.J","D","78","1583.9166666667","2","14","7","7","16","32.65","105","1.90","3.5","223","155","40","10","5","17","35","16","15","1","0","6","51","34","121","150","120","0","0","-"
"253","Brayden McNabb","VGK","D","81","1577.7666666667","4","12","7","5","16","22.86","84","4.76","3.74","184","115","46","7","3","12","52","26","26","0","0","6","38","37","200","103","139","0","0","-"
"320","Austin Watson","NSH","L","37","536.25","7","9","6","3","16","57.14","64","10.94","6.37","113","97","56","30","2","3","39","12","7","5","0","8","13","12","109","31","28","7","9","43.75"
"366","Josh Manson","ANA","D","74","1650.7166666667","3","13","11","2","16","29.63","96","3.13","4.05","187","125","54","13","5","4","62","28","26","2","0","11","77","36","184","90","90","0","0","-"
"527","Tyler Motte","VAN","C","74","945.33333333333","9","7","4","3","16","61.54","114","7.89","10.41","194","155","108","49","7","19","10","5","5","0","0","17","15","34","200","75","52","15","33","31.25"
"609","Melker Karlsson","S.J","C","79","908.46666666667","12","4","1","3","16","57.14","79","15.19","7.76","128","107","85","32","6","6","26","13","13","0","0","10","19","30","67","96","39","15","12","55.56"
"700","Erik Cernak","T.B","D","58","1116.55","5","11","6","5","16","24.62","107","4.67","3.76","186","141","38","3","1","9","58","18","14","2","2","15","19","11","198","112","79","0","0","-"
"751","Denis Malgin","FLA","C","50","644.46666666667","7","9","6","3","16","72.73","66","10.61","5.8","118","92","68","26","4","6","14","7","7","0","0","10","15","16","40","61","21","36","56","39.13"
"802","Dennis Cholowski","DET","D","52","949.16666666667","7","9","4","5","16","35.56","71","9.86","4.06","152","110","48","7","2","5","16","8","8","0","0","2","50","7","18","47","50","1","0","100.00"
"37","Eric Fehr","MIN","C","72","795.08333333333","7","8","3","5","15","71.43","67","10.45","8.26","129","103","77","39","4","3","30","15","15","0","0","3","12","32","40","59","48","364","345","51.34"
"143","Ian Cole","COL","D","71","1402.6833333333","2","13","3","10","15","26.32","82","2.44","3.85","181","120","34","6","2","8","115","35","25","7","3","15","46","27","107","121","178","0","0","-"
"160","Colton Sceviour","FLA","C","59","725.41666666667","5","10","8","2","15","60.00","116","4.31","9.53","172","146","91","45","9","14","15","2","0","1","1","8","24","18","89","61","58","39","71","35.45"
"177","Nick Holden","VGK","D","61","1115.8333333333","3","12","6","6","15","30.61","78","3.85","3.63","189","124","42","12","4","9","14","7","7","0","0","5","30","26","104","95","76","0","0","-"
"201","Justin Schultz","PIT","D","29","594.53333333333","2","13","5","8","15","42.86","47","4.26","2.83","99","73","28","3","1","4","4","2","2","0","0","2","27","5","25","45","41","0","0","-"
"309","Jon Merrill","VGK","D","57","1019.0666666667","3","12","5","7","15","31.25","72","4.17","3.03","159","108","39","6","2","13","53","20","18","1","1","4","26","16","71","164","72","0","0","-"
"526","MacKenzie Weegar","FLA","D","64","1085.85","4","11","5","6","15","37.50","79","5.06","2.87","156","107","25","5","4","6","64","17","11","4","2","10","59","34","127","138","103","1","0","100.00"
"610","Pierre-Edouard Bellemare","VGK","C, L","76","944.66666666667","6","9","7","2","15","46.88","108","5.56","11.25","186","142","100","59","8","18","6","3","3","0","0","7","23","38","71","97","51","394","326","54.72"
"654","Warren Foegele","CAR","L","77","962.01666666667","10","5","3","2","15","60.00","106","9.43","12.79","197","155","120","71","4","18","20","10","10","0","0","32","31","36","126","120","19","10","11","47.62"
"778","Maxime Lajoie","OTT","D","56","1058.7166666667","7","8","3","5","15","42.86","79","8.86","4.2","165","112","52","17","6","12","20","10","10","0","0","3","48","13","34","99","82","0","0","-"
"2","Zdeno Chara","BOS","D","62","1306.8166666667","5","9","4","5","14","21.54","99","5.05","4.94","199","137","36","6","2","10","57","24","21","3","0","14","44","28","81","56","88","0","0","-"
"66","Brandon Dubinsky","CBJ","C","61","753.68333333333","6","8","5","3","14","70.00","63","9.52","6.21","96","77","56","31","5","3","36","11","8","2","1","10","7","16","147","43","28","427","321","57.09"
"214","Derek Grant","ANA, PIT","C","56","654.45","4","10","6","4","14","60.87","74","5.41","6.32","118","97","53","28","2","7","14","7","7","0","0","4","14","19","92","56","29","271","244","52.62"
"218","Matt Martin","NYI","L","67","766.03333333333","6","8","3","5","14","58.33","62","9.68","5.99","108","90","66","31","0","4","53","14","9","3","2","16","19","13","275","80","42","6","9","40.00"
"247","Calvin de Haan","CAR","D","74","1369.8333333333","1","13","7","6","14","28.57","102","0.98","4.82","283","175","68","11","6","27","20","10","10","0","0","10","55","59","187","114","106","0","1","0.00"
"301","Johan Larsson","BUF","C","73","1043.3666666667","6","8","4","4","14","50.00","79","7.59","8.5","160","124","86","32","7","2","37","16","15","1","0","16","22","29","112","99","44","503","490","50.65"
"316","Derek Forbort","L.A","D","81","1680.1","2","12","4","8","14","29.17","75","2.67","2.37","183","118","31","4","3","14","52","18","16","0","2","6","78","15","105","146","139","0","1","0.00"
"418","Sven Baertschi","VAN","L","26","393.58333333333","9","5","3","2","14","70.00","43","20.93","6.31","70","66","55","28","2","4","6","3","3","0","0","3","6","10","18","31","13","1","3","25.00"
"455","Olli Maatta","PIT","D","60","1115.4","1","13","7","6","14","25.93","74","1.35","2.87","168","112","27","4","2","11","12","6","6","0","0","4","42","16","97","175","116","0","0","-"
"487","Jake McCabe","BUF","D","59","1117.75","4","10","3","7","14","35.00","64","6.25","2.78","137","95","37","7","5","4","35","16","15","1","0","9","32","20","103","111","99","0","1","0.00"
"587","Nikita Zadorov","COL","D","70","1204.2666666667","7","7","6","1","14","26.92","100","7.00","4.05","209","142","49","9","3","12","75","33","30","3","0","12","32","21","228","58","67","0","0","-"
"592","Frederik Gauthier","TOR","C","70","585.56666666667","3","11","5","6","14","58.33","46","6.52","4.26","87","64","57","27","9","5","12","6","6","0","0","2","12","12","98","83","28","240","207","53.69"
"601","Trevor van Riemsdyk","CAR","D","78","1174.5666666667","3","11","5","6","14","35.90","102","2.94","4.03","204","145","44","7","2","19","10","5","5","0","0","4","35","28","42","79","84","0","0","-"
"733","Joel Eriksson Ek","MIN","C","58","783.45","7","7","7","0","14","53.85","111","6.31","11.08","166","138","105","65","8","16","20","9","9","0","0","14","9","18","117","113","24","247","293","45.74"
"746","Noel Acciari","BOS","C","72","934.98333333333","6","8","5","3","14","60.87","99","6.06","9.41","159","137","102","53","3","10","47","15","11","3","1","18","13","35","221","150","36","200","203","49.63"
"757","Rudolfs Balcers","OTT","L","36","444.75","5","9","4","5","14","73.68","48","10.42","5.75","88","73","65","33","1","13","10","5","5","0","0","3","15","11","18","42","24","1","6","14.29"
"819","Nikita Zaitsev","TOR","D","81","1658.3666666667","3","11","2","9","14","21.21","71","4.23","2.48","229","122","50","2","4","7","18","9","9","0","0","4","79","18","139","144","151","0","0","-"
"51","Nate Thompson","L.A, MTL","C","78","1013.95","5","8","1","7","13","46.43","71","7.04","6.41","110","87","61","32","3","6","17","7","6","1","0","11","23","31","87","70","44","409","351","53.82"
"60","Drew Stafford","N.J","R","57","699.13333333333","5","8","6","2","13","52.00","77","6.49","7.06","136","106","75","38","3","7","18","9","9","0","0","3","17","15","50","62","19","16","23","41.03"
"80","Jack Johnson","PIT","D","82","1580.8333333333","1","12","5","7","13","20.63","86","1.16","3.34","212","126","47","2","2","12","41","18","17","1","0","11","32","14","233","167","147","0","0","-"
"82","Marc Staal","NYR","D","79","1534.2","3","10","3","7","13","23.21","84","3.57","3.53","170","108","60","9","2","13","32","16","16","0","0","8","68","28","94","60","119","0","0","-"
"94","Vladimir Sobotka","BUF","C","69","978.81666666667","5","8","4","4","13","52.00","71","7.04","5.48","127","96","60","23","7","4","26","13","13","0","0","11","14","12","87","85","30","318","295","51.88"
"150","Sam Gagner","EDM, VAN","C","32","466.71666666667","6","7","5","2","13","61.90","68","8.82","5.44","119","92","60","28","0","4","14","7","7","0","0","0","20","5","21","49","7","59","59","50.00"
"158","Brendan Smith","NYR","D","63","963.63333333333","4","9","5","4","13","54.17","66","6.06","4.99","147","98","54","21","5","6","71","27","23","3","1","21","50","32","100","76","48","0","1","0.00"
"181","Jay Beagle","VAN","C","57","778.31666666667","3","10","6","4","13","59.09","45","6.67","4.33","71","60","46","25","3","6","18","9","9","0","0","6","10","13","102","39","33","426","332","56.20"
"206","Marco Scandella","BUF","D","63","1109.45","6","7","1","6","13","35.14","83","7.23","2.81","156","108","29","5","3","5","26","13","13","0","0","3","41","16","53","54","75","0","0","-"
"252","John Moore","BOS","D","61","1145.1333333333","4","9","4","5","13","30.95","97","4.12","3.73","185","126","39","6","2","4","26","13","13","0","0","5","24","10","77","109","76","0","0","-"
"341","Tim Heed","S.J","D","37","531.63333333333","2","11","5","6","13","36.11","41","4.88","1.73","92","57","17","4","2","5","10","5","5","0","0","0","23","11","16","37","31","0","0","-"
"391","Rocco Grimaldi","NSH","C","53","530.33333333333","5","8","4","4","13","92.86","81","6.17","6.37","129","103","76","29","8","11","10","5","5","0","0","11","15","27","32","35","20","4","3","57.14"
"424","Connor Murphy","CHI","D","52","1013.4166666667","5","8","2","6","13","26.53","84","5.95","2.65","155","102","37","7","4","4","40","20","20","0","0","16","48","14","119","99","91","0","0","-"
"658","Michael Amadio","L.A","C","43","438.86666666667","6","7","2","5","13","59.09","37","16.22","3.87","83","56","48","18","5","3","6","3","3","0","0","4","13","19","16","45","13","96","127","43.05"
"681","Andrew Mangiapane","CGY","L","44","463.93333333333","8","5","3","2","13","59.09","65","12.31","6.11","97","78","69","34","4","7","12","6","6","0","0","3","11","16","43","63","17","6","3","66.67"
"758","Troy Terry","ANA","R","32","446.26666666667","4","9","6","3","13","48.15","25","16.00","2.83","59","38","36","16","1","3","2","1","1","0","0","9","16","14","4","49","12","1","4","20.00"
"760","Brett Seney","N.J","L","51","526.73333333333","5","8","5","3","13","76.47","49","10.20","4.22","74","61","37","20","3","6","31","14","13","1","0","22","17","17","48","49","15","98","162","37.69"
"799","Victor Mete","MTL","D","71","1261.8833333333","0","13","5","8","13","22.81","65","0.00","4.63","164","95","57","19","1","14","6","3","3","0","0","5","57","10","21","84","95","0","0","-"
"890","Par Lindholm","TOR, WPG","C","65","737.53333333333","1","12","7","5","13","52.00","65","1.54","6.22","139","108","64","31","2","8","18","9","9","0","0","6","12","30","58","105","55","204","203","50.12"
"11","Deryk Engelland","VGK","D","74","1470.95","2","10","6","4","12","24.49","105","1.90","2.99","215","144","38","5","5","8","18","9","9","0","0","3","24","26","165","115","152","0","0","-"
"111","Trevor Lewis","L.A","C","44","617","3","9","6","3","12","66.67","87","3.45","6.24","134","111","64","25","5","7","9","3","2","1","0","8","12","12","53","51","25","57","67","45.97"
"154","Riley Nash","CBJ","C","78","845.5","3","9","7","2","12","52.17","79","3.80","7.51","123","99","71","35","8","9","19","8","7","1","0","7","13","39","72","95","43","150","183","45.05"
"280","Marcus Kruger","CHI","C","74","770.71666666667","4","8","4","4","12","52.17","74","5.41","6.12","98","89","55","32","5","5","30","15","15","0","0","9","11","17","51","75","34","188","203","48.08"
"292","Christopher Tanev","VAN","D","55","1109.2166666667","2","10","6","4","12","30.00","51","3.92","1.56","98","70","18","4","5","4","18","9","9","0","0","4","32","20","29","110","122","0","0","-"
"310","Tyler Pitlick","DAL","C","47","628.96666666667","8","4","3","1","12","54.55","75","10.67","6.44","124","99","76","33","8","3","6","3","3","0","0","7","16","11","93","58","27","5","7","41.67"
"335","Joakim Nordstrom","BOS","C","70","943.61666666667","7","5","3","2","12","46.15","103","6.80","7.26","162","135","87","33","6","6","13","5","4","1","0","12","19","26","86","99","52","48","77","38.40"
"387","Jean-Gabriel Pageau","OTT","C","39","695.95","4","8","5","3","12","66.67","83","4.82","7.03","129","106","72","41","8","11","14","3","2","0","1","7","22","21","63","51","38","259","222","53.85"
"419","Jamie Oleksiak","DAL, PIT","D","57","839.7","4","8","3","5","12","33.33","55","7.27","2.38","116","81","19","6","1","5","45","18","15","3","0","11","38","10","135","90","59","0","0","-"
"422","Nathan Beaulieu","BUF, WPG","D","48","744.3","3","9","4","5","12","31.58","60","5.00","1.92","106","79","23","3","3","8","39","11","7","3","1","11","22","9","60","54","42","0","0","-"
"436","Brad Hunt","MIN, VGK","D","42","625.38333333333","5","7","3","4","12","42.86","75","6.67","3.76","140","103","39","7","2","8","8","4","4","0","0","2","14","22","18","52","28","0","0","-"
"463","Derrick Pouliot","VAN","D","62","1063.8166666667","3","9","4","5","12","24.49","58","5.17","3.07","150","100","36","7","3","4","30","14","14","0","0","3","39","19","76","88","71","0","0","-"
"642","Jayce Hawryluk","FLA","C","42","396.1","7","5","2","3","12","75.00","35","20.00","3.41","59","50","40","17","3","3","16","8","8","0","0","15","21","10","101","57","25","14","5","73.68"
"753","Christian Wolanin","OTT","D","30","519.76666666667","4","8","3","5","12","33.33","36","11.11","1.44","69","44","22","4","0","3","6","3","3","0","0","0","25","15","11","30","31","0","0","-"
"759","Adam Gaudette","VAN","C","56","613.15","5","7","4","3","12","50.00","55","9.09","5.53","110","83","64","24","2","10","18","8","8","0","0","14","7","10","48","55","15","150","221","40.43"
"813","Tage Thompson","BUF","C, R","65","788.43333333333","7","5","5","0","12","66.67","108","6.48","7.96","205","156","101","37","6","11","20","10","10","0","0","7","32","24","66","45","9","10","10","50.00"
"849","Henri Jokiharju","CHI","D","38","721.25","0","12","7","5","12","33.33","62","0.00","2.45","138","87","34","2","2","6","16","8","8","0","0","2","26","7","48","40","37","0","0","-"
"873","Kiefer Sherwood","ANA","R","50","568.51666666667","6","6","1","5","12","57.14","60","10.00","5.57","111","89","62","28","7","10","8","4","4","0","0","5","23","17","79","62","19","7","9","43.75"
"58","Andrew Ladd","NYI","L","26","359.9","3","8","3","5","11","73.33","34","8.82","2.64","55","42","37","17","3","4","16","8","8","0","0","5","14","9","37","39","8","2","3","40.00"
"211","Dale Weise","MTL, PHI","R","51","600.61666666667","5","6","3","3","11","73.33","58","8.62","5.62","94","79","65","32","2","7","19","8","7","1","0","6","10","9","88","56","21","6","10","37.50"
"303","Greg McKegg","CAR","C","41","437.11666666667","6","5","4","1","11","68.75","27","22.22","3.59","50","41","41","24","3","3","8","4","4","0","0","5","10","14","30","55","18","146","140","51.05"
"332","Mark Pysyk","FLA","D","70","1278.8333333333","1","10","4","6","11","20.75","64","1.56","2.54","129","93","24","4","2","4","26","13","13","0","0","3","72","35","133","85","89","0","0","-"
"355","Taylor Fedun","DAL","D","54","748.3","4","7","5","2","11","44.00","86","4.65","2.66","153","100","38","5","3","5","14","7","7","0","0","3","37","14","19","45","58","0","0","-"
"372","Tobias Rieder","EDM","R","67","847.15","0","11","7","4","11","84.62","92","0.00","7.77","161","118","82","40","6","8","8","4","4","0","0","6","12","35","69","104","44","5","20","20.00"
"388","Mike Reilly","MTL","D","57","1064.5166666667","3","8","2","6","11","23.40","101","2.97","4.57","225","151","56","12","4","10","16","8","8","0","0","13","56","13","48","77","53","0","0","-"
"390","Ty Rattie","EDM","R","50","567.28333333333","4","7","6","1","11","50.00","84","4.76","9.13","124","104","89","55","3","11","4","2","2","0","0","8","12","22","57","60","7","1","2","33.33"
"400","Joel Edmundson","STL","D","64","1240.7666666667","2","9","8","1","11","21.15","102","1.96","4.43","202","137","41","8","2","12","66","30","28","2","0","8","41","9","128","56","106","0","1","0.00"
"473","Chandler Stephenson","WSH","C","64","775.45","5","6","4","2","11","73.33","36","13.89","3.94","65","50","41","25","7","2","0","0","0","0","0","7","11","18","38","66","33","47","48","49.47"
"489","Connor Carrick","DAL, N.J","D","34","571.15","2","9","4","5","11","61.11","42","4.76","2.45","82","58","28","9","0","6","19","8","7","1","0","4","17","15","25","49","37","0","0","-"
"589","Mirco Mueller","N.J","D","53","957.81666666667","1","10","5","5","11","34.38","39","2.56","1.32","94","57","14","2","0","3","17","7","6","1","0","7","35","22","75","62","61","0","0","-"
"790","Sam Steel","ANA","C","22","329.23333333333","6","5","4","1","11","68.75","33","18.18","3.4","52","43","35","14","3","3","8","4","4","0","0","1","10","7","9","19","6","108","112","49.09"
"827","Matt Luff","L.A","R","33","366.83333333333","8","3","2","1","11","68.75","45","17.78","4.71","86","66","48","15","1","7","9","3","2","1","0","6","12","4","17","24","19","1","3","25.00"
"878","Lukas Radil","S.J","C","36","384.56666666667","7","4","3","1","11","61.11","40","17.50","5.41","72","59","48","26","3","2","6","3","3","0","0","6","9","14","29","70","9","6","3","66.67"
"27","Chris Kunitz","CHI","L","56","507.3","5","5","3","2","10","66.67","44","11.36","5.07","87","61","53","27","5","5","23","6","4","1","1","4","18","13","85","54","15","2","5","28.57"
"42","Corey Perry","ANA","R","31","459.5","6","4","4","0","10","76.92","59","10.17","5.87","104","82","68","31","2","6","27","12","11","1","0","13","11","12","21","34","14","0","2","0.00"
"97","Niklas Hjalmarsson","ARI","D","82","1615.2666666667","0","10","2","8","10","16.13","57","0.00","2.66","109","75","19","1","3","11","44","22","22","0","0","5","46","32","45","114","187","0","0","-"
"166","Robert Bortuzzo","STL","D","59","911.85","2","8","6","2","10","25.00","75","2.67","3.26","127","97","40","9","4","7","47","21","20","1","0","9","20","11","95","88","72","0","0","-"
"195","Michael Del Zotto","ANA, STL, VAN","D","42","715.2","1","9","2","7","10","33.33","45","2.22","2.31","112","72","28","7","2","8","8","4","4","0","0","4","22","7","129","44","53","0","0","-"
"308","Patrik Nemeth","COL","D","74","1220.0333333333","1","9","7","2","10","22.73","57","1.75","2.14","112","81","29","5","3","8","53","21","19","1","1","11","19","4","137","132","131","0","0","-"
"326","Erik Gudbranson","PIT, VAN","D","76","1385.5333333333","2","8","3","5","10","20.41","94","2.13","2.8","190","131","36","5","7","11","87","26","20","3","3","16","31","10","184","149","84","0","0","-"
"361","Matthew Peca","MTL","C","39","410.45","3","7","5","2","10","125.00","35","8.57","2.42","62","42","28","11","1","3","4","2","2","0","0","8","12","12","33","51","21","80","89","47.34"
"482","Boo Nieves","NYR","C","43","415.18333333333","4","6","3","3","10","76.92","34","11.76","2.84","53","42","31","16","4","3","8","4","4","0","0","10","20","12","33","43","18","88","139","38.77"
"486","Teddy Blueger","PIT","C","28","309.6","6","4","3","1","10","76.92","33","18.18","3.04","51","39","30","18","2","2","15","6","5","1","0","5","7","6","52","34","14","41","51","44.57"
"511","Christian Djoos","WSH","D","45","610.71666666667","1","9","5","4","10","35.71","33","3.03","1.33","75","46","20","2","2","8","4","2","2","0","0","5","22","10","18","32","28","0","0","-"
"516","Tim Schaller","VAN","C","47","501.15","3","7","6","1","10","58.82","44","6.82","4.46","71","58","40","25","4","9","9","3","2","1","0","5","8","14","66","43","18","1","1","50.00"
"566","Madison Bowey","DET, WSH","D","50","762.91666666667","2","8","4","4","10","34.48","48","4.17","2.41","113","78","22","4","1","5","46","20","18","2","0","8","34","9","72","80","63","0","0","-"
"581","Valeri Nichushkin","DAL","R","57","679.26666666667","0","10","4","6","10","43.48","65","0.00","5.14","109","83","63","27","2","8","0","0","0","0","0","11","30","24","71","53","32","3","3","50.00"
"680","Dryden Hunt","FLA","L","31","342.93333333333","3","7","3","4","10","62.50","53","5.66","4.22","89","68","39","13","3","2","8","4","4","0","0","4","8","10","65","52","9","0","3","0.00"
"711","Brandon Carlo","BOS","D","72","1506.4333333333","2","8","4","4","10","17.86","116","1.72","5.55","218","164","41","12","2","11","47","22","21","1","0","10","42","43","134","157","88","1","0","100.00"
"756","Christian Jaros","OTT","D","61","876.4","1","9","3","6","10","32.26","65","1.54","2.21","119","84","22","4","4","7","27","12","11","1","0","8","40","17","110","114","82","0","0","-"
"761","Mason Appleton","WPG","C","36","295.35","3","7","5","2","10","58.82","29","10.34","2.34","53","41","30","16","1","3","4","2","2","0","0","0","5","4","28","30","12","0","1","0.00"
"772","Kevin Rooney","N.J","C","41","517.13333333333","6","4","1","3","10","62.50","39","15.38","4.39","62","56","45","19","3","1","15","6","5","1","0","10","9","15","77","48","22","187","192","49.34"
"871","Sean Walker","L.A","D","39","601.83333333333","3","7","4","3","10","40.00","55","5.45","2.22","118","76","29","1","1","6","8","4","4","0","0","4","16","14","43","52","40","0","0","-"
"7","Brooks Orpik","WSH","D","53","830.15","2","7","2","5","9","21.43","43","4.65","1.14","100","61","21","2","0","6","32","12","10","2","0","7","31","5","131","72","78","0","0","-"
"53","Kyle Brodziak","EDM","C","70","818.43333333333","6","3","2","1","9","50.00","74","8.11","6.8","129","106","71","33","9","8","33","11","9","1","1","6","17","33","92","49","46","399","368","52.02"
"72","Roman Polak","DAL","D","77","1475.95","1","8","3","5","9","20.00","77","1.30","3.72","155","116","35","8","3","8","69","28","26","1","1","12","49","18","191","86","152","0","0","-"
"129","Andrew MacDonald","PHI","D","47","770.53333333333","0","9","3","6","9","27.27","41","0.00","1.72","103","65","19","4","0","7","18","9","9","0","0","6","27","3","30","75","95","0","0","-"
"135","Ben Lovejoy","DAL, N.J","D","71","1213.1333333333","2","7","3","4","9","22.50","95","2.11","2.85","183","127","31","6","4","13","37","17","16","1","0","4","38","23","76","106","118","0","0","-"
"163","Mario Kempe","ARI","R","52","581.35","4","5","3","2","9","50.00","57","7.02","4.65","106","82","53","29","4","5","18","9","9","0","0","11","10","11","105","96","30","126","203","38.30"
"300","Ryan Spooner","EDM, NYR, VAN","C","52","594.18333333333","3","6","3","3","9","60.00","67","4.48","5.41","109","85","62","21","3","5","2","1","1","0","0","2","18","10","39","29","7","59","54","52.21"
"339","Tom Kuhnhackl","NYI","R","36","456.55","4","5","4","1","9","50.00","30","13.33","3.12","57","43","40","22","2","5","10","5","5","0","0","3","16","8","48","38","41","0","2","0.00"
"396","Victor Rask","CAR, MIN","C","49","593.08333333333","3","6","3","3","9","52.94","55","5.45","4.39","100","77","49","19","6","5","8","4","4","0","0","4","18","13","40","41","12","204","226","47.44"
"555","Jacob de la Rose","DET","C, L","60","686.56666666667","3","6","3","3","9","47.37","55","5.45","4.05","95","69","47","19","3","4","16","7","7","0","0","6","11","17","72","59","29","161","219","42.37"
"568","William Carrier","VGK","L","54","535.58333333333","8","1","1","0","9","64.29","85","9.41","8.69","134","108","84","59","2","14","29","13","12","1","0","13","10","31","277","100","13","0","0","-"
"662","Christoffer Ehn","DET","C","60","637.01666666667","3","6","2","4","9","64.29","49","6.12","3.84","92","65","44","16","5","5","6","3","3","0","0","8","15","10","70","77","39","84","93","47.46"
"667","Gustav Forsling","CHI","D","43","734.58333333333","3","6","2","4","9","42.86","57","5.26","2.28","110","71","29","4","3","4","30","15","15","0","0","5","23","15","38","69","38","0","0","-"
"701","Jakob Forsbacka Karlsson","BOS","C","28","330.21666666667","3","6","3","3","9","81.82","21","14.29","2.6","34","24","21","11","1","5","2","1","1","0","0","1","4","9","14","36","9","95","131","42.04"
"787","Jesse Puljujarvi","EDM","R","46","549.85","4","5","3","2","9","56.25","53","7.55","4.33","112","79","58","21","3","7","16","8","8","0","0","5","29","20","46","61","26","2","2","50.00"
"865","Radim Simek","S.J","D","41","623.86666666667","1","8","3","5","9","29.03","41","2.44","1.34","80","52","13","2","2","2","8","4","4","0","0","5","21","14","67","63","34","0","0","-"
"868","Drake Batherson","OTT","R","20","268.3","3","6","3","3","9","69.23","18","16.67","1.69","27","23","19","11","1","1","6","3","3","0","0","12","12","7","17","19","21","3","1","75.00"
"20","Trevor Daley","DET","D","44","816.61666666667","2","6","4","2","8","24.24","47","4.26","2.64","83","64","31","11","3","7","12","6","6","0","0","5","43","10","14","28","53","0","0","-"
"40","Ryan Kesler","ANA","C","60","989.91666666667","5","3","3","0","8","36.36","86","5.81","9.52","149","123","89","48","2","12","44","18","16","2","0","12","26","18","93","50","56","582","463","55.69"
"164","Yannick Weber","NSH","D","62","738.61666666667","2","6","3","3","8","27.59","67","2.99","1.93","122","83","25","7","4","6","18","9","9","0","0","2","13","7","64","65","32","0","0","-"
"178","Jason Demers","ARI","D","35","699.73333333333","2","6","4","2","8","30.77","39","5.13","1.36","81","57","16","2","2","4","12","6","6","0","0","8","18","14","50","36","43","0","0","-"
"271","Kevin Connauton","ARI","D","50","917.58333333333","1","7","3","4","8","23.53","75","1.33","2.73","167","113","37","4","5","11","22","11","11","0","0","10","24","5","108","70","75","0","0","-"
"272","Garrett Wilson","PIT","L","50","380.75","2","6","4","2","8","66.67","54","3.70","5.42","80","69","55","34","6","10","18","6","4","2","0","8","5","5","114","56","16","3","4","42.86"
"275","Gabriel Bourque","COL","L","55","535.56666666667","2","6","5","1","8","47.06","34","5.88","3.46","60","53","28","16","1","5","10","5","5","0","0","5","8","11","100","54","48","7","13","35.00"
"314","Devante Smith-Pelly","WSH","R","54","586.11666666667","4","4","3","1","8","57.14","60","6.67","7.81","114","89","65","29","2","4","15","6","5","1","0","5","9","7","78","40","36","16","25","39.02"
"395","Dmitrij Jaskin","WSH","R","37","373.11666666667","2","6","1","5","8","61.54","48","4.17","5.47","92","75","64","31","3","5","6","3","3","0","0","4","6","13","87","46","14","0","3","0.00"
"425","Stefan Noesen","N.J","R","41","522.01666666667","3","5","3","2","8","57.14","64","4.69","8.25","102","90","65","38","3","5","28","14","14","0","0","8","9","17","95","44","21","23","33","41.07"
